score,content,cleaned_text,manual_label
1,saya cukup kecewa dgn aplikasi ini. pertama krn setiap mengakhiri latihan soal selalu eror kesalahan sistem. kedua saya ingin join ke RGDB eh malah disuruh berlangganan lagi padahal sudah berlangganan. padahal kemarin pas promo di TV klu sudah berlangganan bisa menikmati semua fitur dan pelayanan aplikasi Ruangguru secara gratis. ketiga ketika sudah di update versi terbaru eh malah rapor belajar nya yg hilang. giliran pas mau ngelapor ke tim terkait hampir seminggu gk ada perubahan dan respon,cewa aplikasi karena latih eror salah sistem rgdb suruh langgan promo langgan nikmat fitur layan aplikasi gratis tiga update versi baru rapor ajar hilang gilir ngelapor kait minggu tidak ubah respon,negatif
1,"ga bisa daftar, padahal nomer hpnya udah bener 😞😞",tidak daftar nomer hpnya sudah bener,negatif
1,"Sebenarnya sih ini bagus ya, menarik. Namun, saya ga suka dengan cara promosinya yang menyepam. Ya kalau saya udah berlangganan ya gausah dispam lagi dong. Dan setiap ngasih pengumuman ditanya, mengganggu atau tidak, klo mengganggu ya jangan diteruskan. Selain itu, videonya juga kebanyakan basa basi ""halo teman² bla⁴ semenit pervideo, klo saya liatnya 60 video saya buang waktu 1 jam dong. Itu saja si klo aku. Dan saya bingung ini apk kok ratingnya>4,5. Padahal mahal dan susah dipahami.",benar bagus tarik namun tidak suka promosi sepam sudah langgan gausah spam ngasih ganggu kalau ganggu terus sela video banyak basa basi halo teman video kalau liat video buang kalau bingung aplikasi ratingnya padahal mahal susah paham,negatif
1,"Harga mahal, kualitas materi biasa saja. Teman-teman saya berlangganan ruangguru dan saat menjelang ulangan tetap aja nyari dari sumber lain di internet. Kenapa? Karena materinya kurang lengkap dan kurang luas. Selain itu, yang bikin saya jengkel iklan ruangguru kebanyakan spam, ngirim wa gajelas ngajakin ikut ruangguru. Kalau pengguna udah gak mau, yaudah jangan dikirim-kirim beberapa waktu kemudian. Kayaknya sebagian besar duit ruangguru tidak untuk develop aplikasi, tapi promosi.",harga mahal kualitas materi teman langgan jelang ulang saja nyari sumber internet napa karena materi lengkap luas sela jengkel iklan banyak spam ngirim gajelas ngajak kalau guna sudah yaudah kirim kayak duit develop aplikasi promosi,negatif
3,"Membantu untuk memahami lebih dalam tentang materi yang diajarkan disekolah. Tapi setelah Apps nya di update kok jadi berhenti terus ya vidionya, pake wifi atau pake jaringan data juga tetep sama, kirain setelah di update bakal lebih mulus penggunaannya, kan keburu males lagi kalau vidionya error terus:(",bantu paham materi ajar seko tapi apps update henti vidionya pake wifi pake jaring data kira update mulus guna buru males vidionya error,negatif
1,"Ruangguru makin di-update makin rusak😒 kalo mau kembali ke home sering layar hitam semua, terus kalo mau login sering ada tulisan ""Dalam mode offline"" terus ada tulisan ""Ruangguru tidak menanggapi"" padahal udah di-update memori hp baik² aja jaringan bagus. Tolong perbaiki!!😑",update rusak kalo home layar hitam kalo tulis dalam mode offline tulis tanggap sudah update mori saja jaring bagus tolong baik,negatif
2,"sedikit kecewa karena saya sudah berlangganan paket 1 tahun + UTBK tapi untuk mapel akuntansi kelas 11 SMK masih terkunci, dan untuk fitur latihan soal nya masih ada yang belum tersedia : ( . Udah di report berkali kali tetap gk bisa huhu : (",cewa langgan paket utbk mapel akuntansi kunci fitur latih sedia sudah report kali tidak,negatif
2,"Sering banget ngebug, ngefreeze juga, trs lemot. Padahal kecepatan sinyal lancar. Ini saya mau lihat video pembelajaran bagaimana? Ini udh saya refresh berkali-kali. Trs sempat logout juga. Tolong diperbaiki, kasihan yang mau belajar.",ring banget ngebug ngefreeze terus padahal cepat sinyal lancar lihat video ajar sudah refresh kali terus logout tolong baik kasihan ajar,negatif
2,"Agak kesal sih, saya udah coba hubungi cs pada aplikasi Ruangguru langsung mengenai permasalahan download video ruangbelajar dan nggak nemuin sama sekali solusinya... Sudah ikutin langkah"" juga gak bisa, tertera di aplikasi akun dibuka lebih 2 perangkat dan sudah didownload padahal saya sendiri udah keluar juga dari perangkat laptop dan sama sekali gak download baik di perangkat hp maupun laptop.",agak sudah coba hubung aplikasi langsung masalah download video ruangbelajar tidak nemu solusi sudah ikut langkah tera aplikasi akun buka perangkat download sudah perangkat laptop download perangkat laptop,negatif
1,Kok gak bisa login lewat laptop njing,laptop njing,negatif
2,"Server makin jelek, download video semakin lama, banyak bug, sering lag padahal buat yang lain lancar, sub bab makin banyak tapi kurang membantu, sering keluar sendiri. Sudah bersihkan cache sama relog tetep aja, semoga cepet diperbaiki",rver jelek download video lancar bantu sudah cache relog saja moga cepet baik,negatif
1,"Jelek banget ada pelajaran yang tidak bisa jawab pertanyaan aku , dan langganannya terlalu mahal aku kurang mampu untuk membelinya berlangganan . Pelajaran ada yang kurang seperti kelas 7 informatika , prakarya , agama kristen itu pelajaran yang kurang",jelek banget ajar langgan mahal langgan ajar informatika prakarya agama kristen ajar,negatif
