score,content,cleaned_text,predicted_label
5,"Animasi bener"" mudah dimengerti terus tutornya juga kekinian, jadi anak"" jaman sekarang juga paham. Terus, nilaiku juga tambag naik. Bener"" ngebantu banget buat pelajar. Dan tampilan aplikasi nya juga kekinian. Terimakasih ruangguru",animasi bener mudah erti tutor kini anak jaman paham terus nilai tambag bener ngebantu banget ajar tampil aplikasi kini terima kasih,positif
1,"Maaf kalau boleh saya memberi kritik dan saran, karena tak ada sesuatu yg sempurna, menurut saya paketnya agak mahal untuk orang ekonomi lemah, yah memang jika dibandingkan dengan yang konvensional, Ruang Guru jauh lebih murah, tapi ruang guru ini kan berbasis aplikasi online, seharusnya ada solusi supaya bisa lebih murah bahkan gratis. Sebagai contoh misalnya ada akun yg premium atau berbayar (tanpa iklan plus fasilitas lebih lengkap), ada pula yg free (dengan iklan dan hanya fasilitas standar)",maaf kritik saran mpurna paket mahal orang ekonomi lemah banding konvensional murah aplikasi online solusi murah gratis bagai contoh akun premium bayar iklan plus fasilitas lengkap free iklan fasilitas standar,negatif
4,"Bagus banged aplikasi ruangguru ini, sekarang aku jadi sering belajar untuk mengurus evolusiku aku juga belajar pake ruangguru ini aku jadi sering rajin belajar, tapi ruangguru tolong tambahin fitur pelajaran olahraga dong,pelajaran penjaskes, pasti aku akan tambah ratingnya.",bagus banged aplikasi ajar urus evolusi ajar pake ajar tolong tambah fitur ajar olahraga dongpelajaran penjaskes ratingnya,positif
5,"Dari semua fitur di apk belajar ini aku paling suka sama banksoal,karena cocok untuk latihan olimpiade dan soal-soalnya bisa di print juga, jadi bisa belajar online atau barengan jg di kelas. Helpful banget menurutku, Terimakasih Ruangguru 🤗",dari fitur aplikasi ajar suka banksoalkarena latih olimpiade soal print ajar online bareng juga helpful banget turut terima kasih,positif
5,"Saya suka banget belajar online pakai aplikasi Ruangguru apalagi dimasa pandemi ini.Saya menjadi lebih mengerti dan paham terhadap penjelasan para pengajarnya,videonya pun nngak cepet bikin bosen karena dengan video yang beranimasi.Ada banyak latihan soal.Udah itu aja ya dari saya.Saya kasih bintang 5",saya suka banget ajar online pakai aplikasi masa pandemi inisaya erti paham jelas pengajarnyavideonya nngak cepet bosen video beranimasiada latih soaludah saja saya kasih bintang,positif
5,"Setelah pakai aplikasi ruangguru aku jadi lebih sering belajar. Video animasi dan materi-materi di ruangguru mudah dipahami. Berkat ruangguru nilai MIPA aku jadi lebih baik☺ Tapi akhir-akhir ini aku mengalami kendala di ruangguru, kenapa ya saat ingin buka video materi yang sudah didownload malah tidak bisa? Padahal sinyal dan kuota aku sangat mendukung. Mohon bantuannya kak, belajar ku jadi sedikit terganggu karena itu. Terimakasih!",telah pakai aplikasi ajar video animasi materi mudah paham berkat nilai mipa tapi akhir alami ndala buka video materi download padahal sinyal kuota dukung mohon bantu ajar ganggu terima kasih,netral
5,"allhamdulillah,berkat adanya aplikasi ruangguru,pola belajar saya menjadi teratur,semangat untuk belajar,jujur dulu saya tidak suka pleajaran matematika dan fisika,tapi berkat adanya ruangguru nilai un saya menjadi terbaik di kelas dan mendapat parerel 5 di sekolah saya,sehingga saya di terima di sma negeri dengan nilai terbaik 😁 #Thnksruangguru#",allhamdulillahberkat aplikasi ruanggurupola ajar teratursemangat belajarjur suka pleajaran matematika fisikatapi berkat nilai baik parel kolah sayasehingga terima negeri nilai baik,positif
5,"Ruangguru ini fitur yg sangat bagus nih untuk mempermudah akses belajar, apalagi skrg lagi pandemi kaya gini belajar online di Ruangguru tentu jadi pilihannya. Fitur dan benefit yg didapat dari ruangguru ini juga lengkap, ada video pembelajarannya, rangkuman belajar, ada bank soal dan kuis2nya juga. Biasanya juga banyak promo nih di ruangguru, jadi bisa mendapatkan harga yg terjangkau. Terimakasih ruangguru:)",fitur bagus mudah akses ajar skrg pandemi kaya ajar online pilih fitur benefit lengkap video ajar rangkum ajar bank kuis biasa promo harga jangkau terima kasih,positif
5,hai..kak menurut ku apk ini sangat membuat saya untuk belajar...vidio pembelajaran nya pun mudah untuk dimengerti...,haikak aplikasi belajarvidio ajar mudah erti,positif
5,"setelah pakai ruangguru nilai aku naik drastis😍😍, setiap latihan ujian tingkat kecamatan buat un pasti nilainya tinggi😍. Bahkan pernah nggak belajar di buku seharian tuh karena capek bngt, padahal hari besoknya latihan ujian ipa, tapi aku inget dari pada aku menghabiskan waktu untuk baca buku seabreg mending aku tonton video di ruangguru eh waktu tau hasilnya ternyata nilai aku malah naik😍, lebih tinggi dari latihan yg kemarin-kemarin. jadi nggak nyesel deh klu pakai ruangguru😍😍😍...",pakai nilai drastis latih tingkat camat nilai bahkan tidak ajar buku hari capek bngt besok latih inget habis baca buku abreg nding video hasil nilai latih tidak nyesel pakai,negatif
5,"Aplikasinya bagus dan sangat membantu membantu dan menyenangkan. Dulu Saya mendapat nilai rendah di fisika dan kimia sekarang saya dapat nilai 80-100 loh di fisika dan kimia. Terimakasih ruang guru. Yang mau dapat diskon 35% pakai kode saya, yaitu: FEBRILBTKTAK .",aplikasi bagus bantu nang dulu saya nilai rendah fisika kimia nilai fisika kimia terima kasih yang skon pakai kode febrilbtktak,netral
5,Ruang guru sangat membantu saya dalam pelajaran .. yg awalnya tdk tau menjadi tau dan lebih memahami pelajaran juga .. video nya yg beranimasi membuat kita tdk bosan untuk belajar .. rangkuman materi dan soal latihan sangat membantu meningkatkan pengetahuan .. semoga ruang guru bisa lebih baik lagi .. tingkatkan terus fitur -fitur aplikasi nya,bantu ajar tidak paham ajar video animasi tidak bosan ajar rangkum materi latih bantu tingkat tahu moga tingkat fitur aplikasi,positif
1,"Kak Ruang guru, kenapa ya setiap aku selesai latihan topik selalu ada kendala yang bertuliskan ""mohon maaf ada kendala pada sistem, harap coba lagi beberapa saat"" selalu aja begitu setiap selesain latihan topik, sehingga mau lihat koreksi jawaban yang benar itu tidak bisa. Aku sudah coba lagi hingga beratus-ratus kali tetep aja nggak bisa. Aku sudah update, sudah hapus cache, sudah instal ulang tetap aja ada tulisan yang seperti itu kak. Gimana nih.. Tolong dijawab ya kak ruang guru please🙏🏻",lesa latih topik ndala tulis mohon maaf ndala sistem harap coba saja lesa latih topik lihat koreksi coba atus kali saja tidak update hapus cache instal ulang saja tulis gimana tolong please,negatif
3,"bagus tapi gabisa liat analisis jawaban padahal udah diulang ulang dan koneksi bagus jg, dari awal langganan terus nyoba buat isi tes tapi gabisa diliat analisisnya. dan ada tulisan sistem sedang error. masa error dari dulu sampe sekarang gakelar kelar.",bagus gabisa liat analis sudah ulang koneksi bagus juga langgan coba gabisa liat analis tulis sistem error sampe gakelar,negatif
5,"Assalamualaikum, saya sebagai pengguna ruangguru. Ini kali pertama saya memakai aplikasi dan berlangganan. Benar-benar luar biasa materi yang disampaikan mudah untuk di pahami dan tidak bosan karena banyaknya animasi. Belajar serasa seperti main game.👍🏻😊",assalamualaikum guna kali pakai aplikasi langgan benar materi mudah paham bosan banyak animasi ajar rasa game,positif
5,"Saya kasih bintang 4 karena saya tidak menemukan sebuah solusi cepat misal dalm pljran mtk ipa dsb, seperti quiper video yang memiliki SUPER (solusi quiper). Tapi sudah bagus dan sangat membantu aplikasi ruang guru ini. Semoga bisa lebih ditingkatkan lagi",saya kasih bintang temu solusi cepat dalm pljran quiper video milik super solusi quiper tapi bagus bantu aplikasi moga tingkat,netral
5,"Terima kasih ruang guru berkat aplikasi ini saya bisa dapat pelajaran tambahan setelah belajar disekolah Saran saya tambahin dong sistem dimana saat kita ngetuk layar 2x saat pemutaran video,videonya akan dipercepat 10 atau 10 detik atau bisa juga dimundurin 5 atau 10 detik Biar nanti kami bisa ngulangin videonya dengan mudah cuma dengan cara ngetuk layar 2x saat pemutaran video Terimakasih ruang guru",terima kasih berkat aplikasi ajar tambah ajar seko saran tambah sistem mana ngetuk layar putar video cepat detik mundur detik biar ngulang video mudah ngetuk layar putar video terima kasih,positif
4,"Hai kak, kenapa ya waktu mau pake ruangguru selalu sedang terjadi masalah pada sistem padahal sudah berlangganan. Jadi saat ini gabisa pake appnya. Ini yang eror apanya ya. Waktu mau ngirim bantuan lewat email ruangguru juga tidak dapat mengirim pesan. Mohon bantuannya.",pake sistem langgan jadi gabisa pake appnya eror waktu ngirim bantu email kirim pesan mohon bantu,negatif
3,"maaf sebelumnya sebenarnya saya suka sekali dengan app Ruangguru ini tetapi saya siswa dari smk dan saya mendownload ini tentunya dengan tujuan untuk belajar tetapi di pilihan kelas ruang guru tidak ada pilihan untuk kls smk jadi saya kecewa padahal saya sangat ingin belajar di ruangguru ini.Sedikit dari saya semoga ruangguru bisa menghadirkan materi pembelajaran untk smk biarpun hnya untuk mata pelajaran pokok saja seperti matematika,B.Indonesia,ipa danB.Inggris.krna materi pembelajarannya beda.",maaf suka siswa ndownload tuju ajar pilih pilih cewa ajar inisedikit moga hadir materi ajar untk biarpun hnya mata ajar matematikabindonesiaipa danbinggriskrna materi ajar beda,positif
1,"Video pembelajaran kadang ngga bisa dibuka padahal jaringan udah stabil. Kalo itu ngga terlalu bermasalah karena namanya juga aplikasi kadang ada errornya. Udah coba bilang ke 2 orng mas/mba ruang guru ga ada respon, chat ga diread, gimana mau belajar enak kalo gini",video ajar kadang tidak buka jaring sudah stabil kalo tidak masalah nama aplikasi kadang errornya sudah coba bilang orng masmba tidak respon chat tidak read gimana ajar enak kalo,negatif
1,"Aplikasi ruang guru ini sangat bagus dan bermanfaat untuk teman belajar . Tetapi untuk live teaching ditingkatkan lagi. Kurang enak untuk dibuat pembelajaran , kameranya kecil, jika ingin bicara harus guru dlu yang menyalakan micnya jadi terkadang waktu memberi salam atau tanya jawab berebutan itu kurang efektif.",aplikasi bagus manfaat teman ajar tetapi live teaching tingkat kurang enak ajar kamera bicara nyala micnya terkadang salam rebut efektif,netral
5,"aku salah satu pengguna aplikasi ruang guru semenjak kelas 10 SMA. dan yg aku rasakan setelah menggunakan aplikasi ini, ternyataaa sangat bermanfaat sekali dan sangat membantu dalam proses belajar. selain itu, aplikasi ruang guru juga membantu para siswa yg ingin berjuang untuk mendapatkan perguruan tinggi negeri. karena, selain ada fitur ruang belajar SMA, di dalam aplikasinya pun terdapat fitur ruang belajar khusus UTBK-SBMPTN. Pokoknya aplikasi ruangguru recommended bgt dehhh!!!🙆🏻‍♀️🤩",salah guna aplikasi menjak rasa aplikasi nyata manfaat bantu proses ajar aplikasi bantu siswa juang guru negeri fitur ajar aplikasi fitur ajar khus utbksbmptn aplikasi recommended banget,positif
5,"AKU JUJUR YYAAA, ini aplikasi nya bagus bangeett, materi nya lengkap dan penjelasan nya mudah di mengerti, lalu banyak kuis buat latihan sama bank soal. intinya aku suka bangett sama aplikasi ruangguru! setelah nonton video video nya langsung mikir ""oh ternyata mudah juga ya?"" intinya ini aplikasinya bagus banget buat pelajar! makasih ruangguru",aplikasi bagus bangeett materi lengkap jelas mudah erti kuis latih bank inti suka banget aplikasi nonton video langsung mikir mudah inti aplikasi bagus banget ajar terima kasih,positif
2,"Apknya mungkin bagus.tapi iklannya lama dan semakin sering.saya tidak ingin apk ini semakin banyak rating,iklan semakin sering.iklan sih boleh tapi jangan terlalu lama dan sering.kalo iklan yang pentingnya aja jangan pake nyanyi nyanyi segala macem yang bikin lama itu nyanyi.itu aja mungkin tolong diperbaiki iklannya.",apknya bagustapi iklan ringsaya aplikasi ratingiklan ringiklan ringkalo iklan saja pake nyanyi macem nyanyiitu saja tolong baik iklan,negatif
5,"aplikasi ini sangat bagus, di aplikasi ruang guru ini membantu saya dalam pelajaran yang saya kurang kuasai disekolah. dan membantu saya jika kesulitan dalam mengerjakan tugas. dan selalu ada disaat dibutuhkan. pokoknya recommend banget deh. Nyesel kalau gk download.",aplikasi bagus aplikasi bantu ajar kuasa seko bantu sulit tugas saat butuh recommend banget nyesel tidak download,positif
4,"Tolong diperbaiki, masih banyak yang kunci jawabannya salah. Saya sudah beberapa kali mengerjakan soal dan kunci jawabannya salah, dan ada pembahasan juga yang tidak sesuai. Contohnya untuk paket 1 tps penalaran umum kode soal RTO-KSVIXCG diantaranya nomor 3 dan nomor 18. Terimakasih",tolong baik kunci jawab salah saya kali kunci jawab salah bahas suai contoh paket nalar kode rtoksvixcg nomor terima kasih,negatif
5,"Aplikasi ini sangat membantu saya dalam belajar , video beranimasi dan latihan soal nya sangat mudah di pahami , di tambah dengan rangkuman materi yang singkat dan gampang untuk di hafal , nilai UAS saya yang dari nya rata rata delapan sekarang naik jadi sembilan dan saya berhasil mendapat peringkat 1 di kelas saya , terimakasih ruangguru 🙏.",aplikasi bantu ajar video animasi latih mudah paham rangkum materi singkat gampang hafal nilai delapan mbilan hasil peringkat terima kasih,positif
4,"Kenapa ya untuk latihan soal setiap sesudah selesai dan ingin dikumpulkan hasil nya tidak keluar,hanya ada perolehan nilai, dan juga tidak bisa membuka pembahasan soal, lalu tidak bisa diulangi pengerjaan,tolonh diperbaiki",napa latih lesa kumpul hasil luarhanya oleh nilai buka bahas ulang pengerjaantolonh baik,positif
3,"Aplikasinya bagus, sangat membantu untuk keperluan pembelajaran karena penjelasanya berkualitas. Tapi, Waktu download video selalu lambat dan saat video sudah terunduh, masih membutuhkan kuota untuk membuka videonya. Kenapa ya?",aplikasi bagus bantu perlu ajar jasa kualitas tapi waktu download video lambat video unduh butuh kuota buka video napa,netral
1,"Maaf ya sebelumnya, tapi bisa ga, gausah ngechat mulu nganggu bet tau, dulu pernah berlangganan terus dikecewain sama consultan yg super ga berpengalaman, nanya cuma diread ga ditanggapi sama sekali Nyesel banget pernah langganan, mana berisik banget ngechat mulu, perbaiki dulu consultan yg ga berpengalaman jangan cuma woro-woro jualan DOANGGGG.. Terus soal latihannya itu loh, enggak sinkron sama soal sekolah sama sekali, Quiz sering bermasalah, pilihan ga pernah muncul, nyesel banget.",maaf tidak gausah ngechat mulu nganggu langgan kecewa consultan super tidak alam nanya read tidak tanggap nyesel banget langgan berisik banget ngechat mulu baik consultan tidak alam woro jual doang terus latih sinkron kolah quiz masalah pilih tidak muncul nyesel banget,negatif
5,"Suka banget sih sama aplikasi ini. Soalnya ada beberapa mapel yang nilainya naik. Tapi aku mau nyaranin, tolong dong ruangguru buat juga yang kurikulum cambridge soalnya rada bingung di sekolah kl ulangan harus di terjemahin dan mikir beberapa kali buat jawab.",suka banget aplikasi soal mapel nilai tapi nyaran tolong kurikulum cambridge rada bingung kolah kalau ulang terjemah mikir kali,netral
3,"Kurangi lagi bintangnya, akhir-akhir ini di latsol setelah materi jawaban dan pembahasan selalu tidak keluar, atau keluar tapi tidak lengkap, kalo di scroll agak keras dikit langsung ilang dan gabalik lagi, dunno why? Rogu tolong diperbaiki, saya tau cs nga rogu gercep gercep, semoga dev-nya pun juga begitu",kurang bintang akhir latsol materi bahas lengkap kalo scroll langsung ilang gabalik dunno rogu tolong baik rogu gercep moga devnya,negatif
4,"Bintang 4 dulu yaaa, enak sih penjelasannya simple dan mudah dipahami. Pembelajarannya asyik, tapi ada beberapa video yg udah di offline tapi begitu di putar cuma ampe separuh, kan sayang banget berenti tengah jalan. Selain itu lancar jaya sihhh,",bintang enak jelas simple mudah paham ajar asyik video sudah offline putar ampe paruh sayang banget renti jalan sela lancar jaya,positif
3,"Sebenernya ruangguru ok banget, cuma aku sebagai pengguna BAON yang pake live teaching sering banget ngalamin kendala saat live mulai dari polling, kadang livenya lag parah padahal sinyal bagus, dan lain sebagainya. Jadi aplikasinya mohon ditingkatkan agar tidak lag dan error mulu, biar jadi nyaman belajarnya.. apalagi live teaching, kalau ada kendala dilt nya jadinya menghambat waktu belajar..",benernya banget guna baon pake live teaching banget ngalam ndala live polling kadang livenya parah sinyal bagus jadi aplikasi mohon tingkat error mulu biar nyaman ajar live teaching ndala dilt hambat ajar,negatif
3,"Saran untuk Ruang Guru, dimohon banget kalau kita login ke aplikasi ini gausah di chat²in segala please, soalnya agak mengganggu, dan kalau mau nawarin voucher emang ga bisa di tampilin di aplikasi aja ya? Dan kalaupun kita berminat berlangganan juga kan bisa daftar sendiri :))",saran mohon banget aplikasi gausah chat please ganggu nawar voucher emang tidak tampil aplikasi saja minat langgan daftar,negatif
3,"Emang koneksi jaringan harus benar² lancar ya? Kok koneksi gagal terus, video gk bisa ditonton dan didownload, padahal dibuat buka sosmed lancar semua. Trus muncul notif ruang guru tidak menanggapi. Tolong perbaiki ya kak, menyusahkan sekali:(",emang koneksi jaring lancar koneksi video tidak download buka sosmed lancar trus muncul notif tanggap tolong baik susah,negatif
5,"Aplikasi ini sangat bagus👍👍👍. Tiap salah ada penjelasannya, videonya beranimasi, materinya juga persis di buku, dan bisa tanya pr yg susah dan ada video pembahasannya. Kalian yg tdk instal dan langganan rugi besar. Aplikasi ini bisa lihat rangking tdk ya? Soalnya aku blm tau caranya🙄🙄🙄.",aplikasi bagus tiap salah jelas video animasi materi persis buku susah video bahas kalian tidak instal langgan rugi aplikasi lihat rangking tidak soal,negatif
4,"Hallo team ruangguru saya sanggat senang belajar di ruangguru, penjelasannya rinci dan tidak bosan kalau di tonton tapi aku pakai satu akun di tiga perangkat, 2 di handphone dan 1 laptop dan yang di laptop itu sudah aku log out pas besoknya mau belajar di ruangguru malah ngga bisa dan harus nunggu 18 jam buat bisa buka video karena akunya udh di pakai di dua perangkat jadi mohon perbaikannya ya :)",hallo team sanggat nang ajar jelas rinci bosan pakai akun perangkat handphone laptop besok ajar tidak nunggu buka video sudah pakai perangkat mohon baik,negatif
5,Aplikasi yg recommended bagi kalian yg mau belajar tapi males buka buku. bisa belajar dimana aja ga perlu ribet. Pembahasannya mudah dimengerti. Sangat memudahkan aku untuk belajar sbmptn. Oh ya tolong adakan soal skolastik ya kak. Ku tunggu. Terimakasih ruangguru! 💙 ayo pakai kode referral TIAQUVYPA untuk daftar,aplikasi recommended ajar males buka buku ajar mana saja tidak ribet bahas mudah erti sangat mudah ajar sbmptn tolong adakan skolastik tunggu terima kasih pakai kode referral tiaquvypa daftar,positif
4,"cukup membantu sih saat malas2nya belajar tapiii untuk yang sbm dengan penjelasan yg panjang, metode pengerjaan lama itu kurang efisien. alangkah baiknya kalau ada trik cepat buat ngisi soal pilgan(sbm nya) jadi nggak buang2 waktu. soalnya ngerjain sbm kan waktu nya singkat bangeet.",bantu malas ajar tapi jelas tode efisien alangkah baik trik cepat ngisi pilgansbm tidak buang ngerja singkat bangeet,netral
2,"untuk pembelajaran sangat bagus, saya sangat mudah memahami materi, dan terbantu. namun sangat disayangkan karena banyak sekali nomor tak dikenal sering menghubungi saya bahkan ada yang menelpon saya di tengah jam pelajaran hanya untuk menawarkan saya agar berlangganan paket elite. pdhl saya disitu sudah berlangganan paket reguler. sejujurnya ini sangat mengganggu dan seakan akan menyepelekan privasi pelanggan aplikasi ini. mohon untuk kebijakan mengenai ini.",ajar bagus mudah paham materi bantu sayang nomor hubung telpon ajar tawar langgan paket elite pdhl situ langgan paket reguler ganggu akan pele privasi langgan aplikasi mohon bijak,negatif
5,"Saya HENDRA, saya sudah membeli paket pelatihan prakerja ""sukses mengelola keuangan UMKN"". materi yang disampaikan sangat bagus, video yang ditampilkan tidak membosankan . sangat membantu bagi pemula yang ingin berbisnis..saya sudah mengikuti dari awal hingga akhir. semoga sertifikatnya cepat muncul di Dashboard dan cepat keluar insentifnya... terimakasih",saya hendra beli paket latih prakerja sukses lola uang umkn materi bagus video tampil bosan bantu mula berbisnissaya ikut moga rtifikat cepat muncul dashboard cepat insentif terima kasih,positif
5,"aplikasi lengkap ga bakal bosan kalo belajar, mana update terus",aplikasi lengkap tidak bosan kalo ajar update,positif
4,"Assalamu'alaikum Wr.Wb . Aplikasi Ruangguru ini , sangat membantu sekali untuk memahami materi pembelajaran . Karena , ketika belum memahami materi pelajaran , aku bisa membuka aplikasi Ruangguru dan melihat video pembelajaran nya . Karena video nya yang ber animasi sangat memudahkan materi untuk di pahami . Namun , ketika aku mengerjakan soal dan selesai mengerjakan latihan soal , belum bisa mengetahui nilai . Selalu ada peringatan bahwa jaringan bermasalah , padahal signal bagus / 4G .",assalamualaikum wrwb aplikasi bantu paham materi ajar karena paham materi ajar buka aplikasi video ajar karena video animasi mudah materi paham namun lesa latih nilai lalu ingat jaring masalah signal bagus,positif
5,"Ka untuk fitur sama soalnya udah pas banget cuman perlu di tambahin satu lagi buat yg latihan soal tolong d tambahin statistik nilai sma kemampuan siswa dalam menelaaah soal sampe mana,, harap di kembangkan ya karna hal itu sangat begitu bermanfaat bagi kami yg ingin tes kejuruan atau tes ujian sekolah.. Terimakasih semoga di kembangkan...",fitur sudah banget cuman tambah latih tolong tambah statistik nilai mampu siswa telah sampe harap mbang karna manfaat juru kolah terima kasih moga mbang,positif
2,"Bagus sih, tapi kesal dengan spam wa. Paling kesal sama span wa business dari ruangguru, udh diblock berkali-kali masih saja diganggu. Sumpah gw gk nyaman. Apk nya bagus apalagi buat pelajaran tapi sering bertele-tele gk langsung ke inti nya saja makanya saya lebih suka baca dari ringkasan daripada menonton karena lebih efisien. Kalau mencari materi secara terperinci, tidak dapat.",bagus spam paling span business sudah block kali ganggu sumpah tidak nyaman aplikasi bagus ajar tele tidak langsung inti suka baca ringkas efisien kalau cari materi perinci,netral
5,"Di masa pandemi ini, makin terbantu banget sama ruangguru. Fitur pembahasan dan latihan soalnya manteb banget, dan semenjak aku ikut ruangguru tingkat pemahamanku juga meningkat drastis, dan aku mendapat nilai tertinggi di 1 angkatan di mapel Matematika, Ekonomi, dan Geografi. Terima kasih banyak ruangguru! 🤗✨",pandemi bantu banget fitur bahas latih manteb banget menjak tingkat paham tingkat drastis nilai tinggi angkat mapel matematika ekonomi geografi terima kasih,positif
5,"Masya Allah...... Berkat ruang guru nilaiku makin meningkat karena video pembelajarannya mudah dipahami ada animasinya juga ada latihan soal nya. Pokoknya lengkap deh. Dulu nilaiku rata2 dapat 8,skrg bisa sampai 9 keatas. Terima kasih Ruangguru",masya allah berkat nilai tingkat video ajar mudah paham animasi latih lengkap dulu nilai skrg atas terima kasih,positif
5,"Hai aku Ary, aku berlangganan Ruangguru waktu SMP kelas 9, nilai-nilai ku naik, aku juga lebih cepat paham dengan pelajaran yang diajarkan bahkan sebelum aku diajarkan di sekolah. Penjelasannya singkat dan lebih mudah dipahami, ada banyak soal yang bisa dipakai buat latihan. Aku juga lulus dengan nilai yang memuaskan, bahkan rangking 1 paralel, aku bakal langganan lagi, terimakasih Ruangguru sudah membantu aku dalam belajar😉👍🏻",langgan nilai cepat paham ajar kolah jelas singkat mudah paham pakai latih nilai muas rangking paralel langgan terima kasih bantu ajar,positif
5,"Aplikasi ini the best, saya suka penjelasan materi nya, tapi setelah saya latihan soal utbk sbmptn kok soalnya tidak bisa di koreksi. Tulisannya gagal memuat terus, padahal koneksi internet saya bagus, mohon di perbaiki!!🙏",aplikasi best suka jelas materi latih utbk sbmptn koreksi tulis muat koneksi internet bagus mohon baik,netral
5,"Aplikasinya keren dan banyak membantu sekali dalam pelajaran. oh iya mau tanyak ni kak, ruangguru menggunakan laptop kapan di rilis ya? soalnya kami boarding school jadi susah dapat ijin bawa hp dan cuman boleh bawak laptop :( jadi gak bisa akses ruangguru lg deh:(",aplikasi bantu ajar tanyak laptop rilis boarding school susah bawa cuman bawak laptop akses lagi,netral
5,"Saya zenang sekali pakai aplikasi ini.. Videonya beranimasi yg menarik.. Dan banyak lgi pembahasan yg mudah untuk dipahami.. Sekarang saya akan menempuh UN, semoga berkat ruang guru hasil nilai yg diperoleh saya nanti dapat memuaskan.. 🙏💓",saya zenang pakai aplikasi video animasi tarik bahas mudah paham karang tempuh moga berkat hasil nilai oleh muas,positif
5,"Mau sukses itu pilihan dan aku memilih ruangguru sebagai perantara kesuksesanku. The best bgt sih menurutku. Materi mudah dipahami and it's really user friendly, bisa belajar kapanpun dan dimanapun. Thanks RG saran : perbanyak latian soal sekian :)",sukses pilih antara sukses best banget turut materi mudah paham really user friendly ajar mana thanks saran banyak latian kian,positif
4,"Aplikasinya sudah bagus, banget malahan. Sangat membantu dalam belajar, dan gak bikin bosan karena ada animasinya. Tapi saran saya tolong pembahasan soalnya itu ada baiknya harus pas dilayar hp, maksudnya supaya gak perlu lagi geser geser karena tulisannya panjang melebihi layar, kan jadi gak fokus.",aplikasi bagus banget sangat bantu ajar bosan animasi tapi saran tolong bahas baik layar maksud geser tulis lebih layar fokus,netral
5,Hai semua! Perkenalkan namaku Nimas dan aku pengguna dari apk ruangguru😊. Aku menggunakan ruangguru kurang lebih 1 tahun dan banyak sekali manfaat yang aku terima.di ruangguru terdapat RUANG BELAJAR fitur favorit aku di ruang belajar adalah tryout selain dapat mengasah kemampuan kita kita juga dapat menemukan soal soal unik yang menggunakan logika lohhh Seru kan! Mangkanya yuk langganan ruangguru sekarang karna banyak banget fitur² menariknya! ruangguru~,nama nimas guna aplikasi manfaat terimadi ajar fitur favorit ajar tryout asah mampu temu unik logika seru mangkanya langgan karna banget fitur tarik,positif
3,"Ada kendala akhir-akhir ini setiap saya pakai aplikasinya. Sering sekali setiap mau lihat video pembelajaran pasti ada tulisan ""gagal memuat video"", dan kalau pun setelah itu bisa diputar tidak selang lama akan kembali loading lain dan muncul tulisan yg sama.",ndala akhir pakai aplikasi ring lihat video ajar tulis muat video putar lang loading muncul tulis,negatif
2,"Setelah di update, video tidak bisa di save melalui kartu sd/memory card. Padahal sebelum""nya bisa di save lewat memory card tolong perbaikannya agar bisa lebih banyak menyimpan video ketika ada wifi dan dapat ditonton secara offline. Setelah di perbaiki saya beri 5 bintang.",telah update video save kartu sdmemory card padahal save mory card tolong baik simpan video wifi offline telah baik bintang,negatif
5,"Keren parah, Dlu nilai MTK ku paling besar itu 75 doang, tapi pas pake Ruang Guru, dan akhirnya Nilai MTK ku naik drastis jadi 95, Aku yg liat nilai nya aja langsung Lemes gak nyangka bisa segitu. Dan setelah berhenti pake RG 1 Tahun, semua Nilai ku menurun, daya Fikir juga menurun, Gak langsung bisa dicerna sama otak alias lemot. Dan skrng mau belajar pake RG lagi, semoga aja bisa jadi lebih baik lagi.",parah nilai doang pake nilai drastis liat nilai saja langsung lemes nyangka gitu henti pake tahun nilai turun daya fikir turun langsung cerna otak alias karang ajar pake moga saja,negatif
5,"Aplikasi Mobile Ruangguru sangat membantu sekali dalam menunjang peningkatan kualitas belajar, kemudian cara belajar yang terjadwal, ada vidio pembelajaran nya juga, ada Quiz2 yang menantang adrenaline kita juga ,,pokok nya Mengeducasi banget dah pokok nya,,",aplikasi mobile bantu tunjang tingkat kualitas ajar jadwal vidio ajar quiz tang adrenaline ngeducasi banget,positif
5,"Saya suka, karena penjelasan nya sangat masuk, dan singkat.",saya suka jelas masuk singkat,positif
4,"Aplikasi belajarnya bagus videonya mudah dipahami dan juga ada peringkat yang makin bikin saya pengen banget belajar, cuma untuk pembayaran saya nyesel karena pas saya mau langganan harganya mahal tapi pas udh langganan malah jadi murah😕😕",aplikasi ajar bagus video mudah paham peringkat banget ajar bayar nyesel langgan harga mahal sudah langgan murah,positif
5,"Bagus banget😭😭.. gak nyesel sih udah berlangganan di ruangguru.. kk""nya ramah"" bangettt.. fitur di ruangguru lengkap banget mulai dari video pembahasan materi, video pembahasan soal, bank soal, tryout, jadwal, perkembangan belajar dan yang paling aku suka KONSEP KILAT. berguna banget kalo emg waktu lagi mepet atau besok lagi ada ujian dan pasti bakal berguna banget buat yang cepat tanggap (buat yang suka lemot bisa pake video pembahasan materi ajh pasti ngerti:).. pokoknya the best ruangguru🥰",bagus banget nyesel sudah langgan kknya ramah banget fitur lengkap banget video bahas materi video bahas bank tryout jadwal mbang ajar suka konsep kilat guna banget kalo besok guna banget cepat tanggap suka pake video bahas materi ngerti best,positif
